Proteome ID	Organism	Organism ID	Protein count	BUSCO	CPD	Taxonomic lineage
UP000099265	Alajuela virus	1552846	4		Standard	Viruses, Riboviria, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Peribunyaviridae, Orthobunyavirus
UP000006464	Proteus penneri ATCC 35198 (Strain: ATCC 35198)	471881	4909	C:65.8%[S:65.7%,D:0.1%],F:28.2%,M:6%,n:781	Outlier	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Morganellaceae, Proteus
UP000276542	Nocardioides sp. K1W22B-1 (Strain: K1W22B-1)	2321396	3217	C:97.7%[S:96.3%,D:1.4%],F:1.1%,M:1.1%,n:352	Outlier	Bacteria, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides
UP000282037	Alces alces faeces associated genomovirus MP84	2219116	2		Standard	Viruses, Genomoviridae, unclassified Genomoviridae
UP000260587	Streptomyces phage Satis	2283264	325		Outlier	Viruses, Caudovirales, Siphoviridae
UP000053201	Spizellomyces punctatus (strain DAOM BR117) (Strain: DAOM BR117)	645134	9267	C:96.9%[S:90.7%,D:6.2%],F:1.4%,M:1.7%,n:290	Standard	Eukaryota, Fungi, Fungi incertae sedis, Chytridiomycota, Chytridiomycota incertae sedis, Chytridiomycetes, Spizellomycetales, Spizellomycetaceae, Spizellomyces
UP000223848	Human gut microviridae SH-CHD12	1986032	4		Standard	Viruses, Microviridae, unclassified Microviridae
UP000223204	Escherichia phage G AB-2017	1933113	68		Standard	Viruses, Caudovirales, Siphoviridae, Guernseyvirinae, Kagunavirus, unclassified Kagunavirus
UP000114561	Orungo virus	40058	11		Standard	Viruses, Riboviria, Reoviridae, Sedoreovirinae, Orbivirus
UP000223970	Pseudomonas phage KPP23	1462581	95		Standard	Viruses, Caudovirales, Siphoviridae
UP000321479	Mucilaginibacter ginsenosidivorans (Strain: Gsoil 3017)	398053	4731	C:95.9%[S:95%,D:0.9%],F:2.3%,M:1.8%,n:443	Standard	Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter
UP000061660	Paenibacillus naphthalenovorans (Strain: 32O-Y)	162209	5049	C:96.8%[S:95.4%,D:1.3%],F:2.1%,M:1.1%,n:526	Standard	Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus
UP000017861	Trypanosoma cruzi Dm28c (Strain: Dm28c)	1416333	11346	C:59.4%[S:56.4%,D:3%],F:7.6%,M:33%,n:303	Standard	Eukaryota, Euglenozoa, Kinetoplastida, Trypanosomatidae, Trypanosoma, Schizotrypanum
UP000203517	Circovirus-like genome CB-B (Strain: CB-B)	642257	3		Standard	Viruses, unclassified viruses, unclassified DNA viruses, unclassified ssDNA viruses
UP000010300	gamma proteobacterium IMCC1989 (Strain: IMCC1989)	937772	2844	C:93.8%[S:93.6%,D:0.2%],F:4.2%,M:2%,n:452	Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales
UP000007405	Tomato golden mosaic virus (strain Yellow vein) (TGMV) (Strain: Yellow vein)	223341	7		Outlier	Viruses, Geminiviridae, Begomovirus
UP000033649	Devosia chinhatensis (Strain: IPL18)	429727	3103	C:85.9%[S:85.4%,D:0.4%],F:4.7%,M:9.5%,n:686	Close to Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia
UP000136225	Tapirape virus	1538456	3		Standard	Viruses, Riboviria, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Peribunyaviridae, Pacuvirus, Tapirape pacuvirus
UP000225746	Pseudomonas phage ZC08	1622116	83		Standard	Viruses, Caudovirales, Podoviridae
UP000050668	Lysinibacillus contaminans (Strain: DSM 25560)	1293441	3656	C:82.7%[S:82.1%,D:0.6%],F:0.6%,M:16.7%,n:526	Standard	Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Lysinibacillus
UP000296774	Streptococcus phage Javan443	2548169	66		Standard	Viruses, Caudovirales, Siphoviridae
UP000038169	Rhizopus microsporus	58291	19664	C:83.8%[S:30.7%,D:53.1%],F:13.4%,M:2.8%,n:290	Standard	Eukaryota, Fungi, Fungi incertae sedis, Mucoromycota, Mucoromycotina, Mucoromycetes, Mucorales, Mucorineae, Rhizopodaceae, Rhizopus
UP000241164	Faecalibacterium phage FP_oengus	2070188	84		Standard	Viruses, Caudovirales, Siphoviridae
UP000019066	Turkey associated porprismacovirus 1	2170130	2		Standard	Viruses, Smacoviridae, Porprismacovirus
UP000315003	Planctomycetes bacterium SV_7m_r (Strain: SV_7m_r)	2528025	5245	C:83.8%[S:83.8%,D:0%],F:3.4%,M:12.8%,n:148	Standard	Bacteria, Planctomycetes
UP000193634	Azospirillum lipoferum (Strain: R1C)	193	6618	C:98.2%[S:96.4%,D:1.8%],F:0.5%,M:1.4%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Azospirillum
UP000031523	Streptomyces albus (strain ATCC 21838 / DSM 41398 / FERM P-419 / JCM 4703 / NBRC 107858) (Strain: ATCC 21838 / DSM 41398 / FERM P-419 / JCM 4703 / NBRC 107858)	1081613	7322	C:99.7%[S:99.4%,D:0.3%],F:0%,M:0.3%,n:352	Standard	Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
UP000241995	Methanosarcina spherical virus	2035535	22		Outlier	Viruses, Tectiviridae, unclassified Tectiviridae
UP000012041	Nitratiruptor phage NrS-1	1230469	51		Standard	Viruses, Caudovirales, Siphoviridae
UP000232422	Premna leaf curl virus	1198134	7		Standard	Viruses, Geminiviridae, Begomovirus
UP000007863	Bacillus phage BCP78	1126950	227		Standard	Viruses, Caudovirales, Herelleviridae, Bastillevirinae, Tsarbombavirus
UP000007848	Shigella phage EP23	1109721	57		Standard	Viruses, Caudovirales, Siphoviridae, Dhillonvirus
UP000017669	Rhizobium sp. PDO1-076 (Strain: PDO-076)	1125979	5347	C:95.3%[S:95.2%,D:0.1%],F:4.2%,M:0.4%,n:686	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Rhizobium
UP000236548	bacterium HR19	2035414	1704	C:70.9%[S:70.9%,D:0%],F:3.4%,M:25.7%,n:148	Standard	Bacteria
UP000189513	Cyberlindnera fabianii (Yeast) (Hansenula fabianii) (Strain: 65)	36022	5507	C:81.8%[S:81.2%,D:0.6%],F:9.5%,M:8.6%,n:1711	Standard	Eukaryota, Fungi, Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Phaffomycetaceae, Cyberlindnera
UP000188820	Rodentibacter heylii (Strain: 1998236014)	1906744	1998	C:97.6%[S:97.6%,D:0%],F:0.2%,M:2.2%,n:452	Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Rodentibacter
UP000293597	Mycobacterium phage SpongeBob	2530151	65		Close to Standard	Viruses, Caudovirales, Siphoviridae, Nclasvirinae, Charlievirus, unclassified Charlievirus
UP000032611	Martelella endophytica (Strain: YC6887)	1486262	4020	C:92.6%[S:92.6%,D:0%],F:2.9%,M:4.5%,n:686	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Aurantimonadaceae, Martelella
UP000032633	Paenibacillus beijingensis (Strain: DSM 24997)	1126833	4723	C:95.1%[S:92%,D:3%],F:1.5%,M:3.4%,n:526	Standard	Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus
UP000267434	Arthrobacter phage Mendel	2484218	28		Standard	Viruses, Caudovirales, Podoviridae, Picovirinae, unclassified Picovirinae
UP000230617	Aeromonas phage CF7	2507411	49		Standard	Viruses, Caudovirales, Podoviridae, Autographivirinae, unclassified Autographivirinae
UP000002608	Shewanella pealeana (strain ATCC 700345 / ANG-SQ1) (Strain: ATCC 700345 / ANG-SQ1)	398579	4181	C:98.5%[S:98.2%,D:0.2%],F:0.9%,M:0.7%,n:452	Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella
UP000202034	Hubei diptera virus 18 (Strain: SCM37169)	1922879	2		Standard	Viruses, Riboviria, unclassified Riboviria
UP000289270	Gordonia phage Bradissa	2510501	76		Standard	Viruses, Caudovirales, Siphoviridae
UP000290487	Apis mellifera associated microvirus 60	2494792	6		Standard	Viruses, Microviridae, unclassified Microviridae
UP000026714	Sphaerotilus natans subsp. natans DSM 6575 (Strain: DSM 6575)	1286631	4177	C:94.7%[S:94.3%,D:0.3%],F:3.4%,M:1.9%,n:582	Standard	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Sphaerotilus
UP000006099	Bacillus phage B4	1141133	277		Standard	Viruses, Caudovirales, Herelleviridae, Bastillevirinae, Bequatrovirus
UP000223140	Helicobacter phage Pt21299RU	1852672	24		Close to Standard	Viruses, Caudovirales, Podoviridae, Schmidvirus, unclassified Schmidvirus
UP000001893	Escherichia phage K1ind1	698488	51		Standard	Viruses, Caudovirales, Siphoviridae, Guernseyvirinae, Kagunavirus
UP000136399	Murine adenovirus 2	931972	27		Standard	Viruses, Adenoviridae, Mastadenovirus
UP000051585	Aureimonas sp. Leaf454 (Strain: Leaf454)	1736381	4218	C:94.5%[S:94.2%,D:0.3%],F:2.5%,M:3.1%,n:686	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Aurantimonadaceae, Aureimonas
UP000018547	Parcubacteria bacterium RAAC4_OD1_1	1394712	686	C:66.9%[S:66.9%,D:0%],F:4.7%,M:28.4%,n:148	Outlier	Bacteria, Candidatus Parcubacteria
UP000191040	Aeromicrobium choanae (Strain: 9H-4)	1736691	3277	C:98.9%[S:98.6%,D:0.3%],F:0.6%,M:0.6%,n:352	Standard	Bacteria, Actinobacteria, Propionibacteriales, Nocardioidaceae, Aeromicrobium
UP000202705	Wuhan insect virus 8 (Strain: WHCCII10272)	1923739	3		Standard	Viruses, Riboviria, unclassified Riboviria
UP000051768	Yonghaparkia sp. Root332 (Strain: Root332)	1736516	2389	C:93.5%[S:93.5%,D:0%],F:2.8%,M:3.7%,n:352	Close to Standard	Bacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Yonghaparkia, unclassified Yonghaparkia
UP000053317	Phaeomoniella chlamydospora	158046	6907	C:66.2%[S:65.9%,D:0.3%],F:14.6%,M:19.2%,n:4046	Close to Standard	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Eurotiomycetes, Chaetothyriomycetidae, Phaeomoniellales, Phaeomoniellaceae, Phaeomoniella
UP000051395	Nocardioides sp. Root122 (Strain: Root122)	1736431	4143	C:98%[S:97.7%,D:0.3%],F:1.1%,M:0.9%,n:352	Standard	Bacteria, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides
UP000247093	Nostoc sp. 3335mG (Strain: 3335mG)	2204170	8647	C:23%[S:11.2%,D:11.9%],F:7.3%,M:69.7%,n:834	Standard	Bacteria, Cyanobacteria, Nostocales, Nostocaceae, Nostoc
UP000019666	Rubellimicrobium mesophilum DSM 19309 (Strain: DSM 19309)	442562	4946	C:87.3%[S:86.9%,D:0.5%],F:7.2%,M:5.4%,n:221	Close to Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rubellimicrobium
UP000016648	Prevotella baroniae F0067 (Strain: F0067)	1115809	2480	C:98.2%[S:98.2%,D:0%],F:0.7%,M:1.1%,n:443	Standard	Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella
UP000269706	Ofaie virus (Strain: BrMS-MQ10)	1795442	2		Close to Standard	Viruses, Riboviria, Nidovirales, Mesnidovirineae, Mesoniviridae, Hexponivirinae, Alphamesonivirus, Ofalivirus, Alphamesonivirus 6
UP000289747	Gammapapillomavirus 11	1513256	7		Standard	Viruses, Papillomaviridae, Firstpapillomavirinae, Gammapapillomavirus
UP000001440	Porcine transmissible gastroenteritis coronavirus (strain Purdue) (TGEV) (Strain: Purdue)	11151	9		Standard	Viruses, Riboviria, Nidovirales, Cornidovirineae, Coronaviridae, Orthocoronavirinae, Alphacoronavirus, Tegacovirus
UP000242034	Microbacterium phage Casey	2099442	59		Standard	Viruses, Caudovirales, Siphoviridae, Pikminvirus, unclassified Pikminvirus
UP000288756	Sambucus virus S	2052851	4		Close to Standard	Viruses, Riboviria, Bromoviridae, unclassified Bromoviridae
UP000265240	Listeria phage LWP01 (Strain: LWP01)	1633782	56		Standard	Viruses, Caudovirales, Siphoviridae
UP000204057	Caulobacter phage Percy	1701809	55		Standard	Viruses, Caudovirales, Podoviridae, Autographivirinae, unclassified Autographivirinae
UP000298313	Cryobacterium sp. Hh4 (Strain: Hh4)	1259157	3130	C:94%[S:92.9%,D:1.1%],F:2.6%,M:3.4%,n:352	Standard	Bacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Cryobacterium, unclassified Cryobacterium
UP000201644	Beihai picorna-like virus 119 (Strain: BHJP60437)	1922548	2		Standard	Viruses, Riboviria, unclassified Riboviria
UP000242779	Rhizoctonia solani dsRNA virus 3	1825688	2		Standard	Viruses, Riboviria, Partitiviridae, Alphapartitivirus, unclassified Alphapartitivirus
UP000036336	Massilia sp. WF1 (Strain: WF1)	1406431	4927	C:92.6%[S:91.6%,D:1%],F:1.2%,M:6.2%,n:582	Standard	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Massilia
UP000001773	Streptococcus virus C1	230871	20		Standard	Viruses, Caudovirales, Podoviridae, Picovirinae, Rosenblumvirus
UP000202790	Mycobacterium phage Xeno	1821538	69		Standard	Viruses, Caudovirales, Siphoviridae, Nclasvirinae, Charlievirus
UP000319143	Planctomycetes bacterium Poly41 (Strain: Poly41)	2528016	7087	C:82.4%[S:81.1%,D:1.4%],F:3.4%,M:14.2%,n:148	Standard	Bacteria, Planctomycetes
UP000007943	Riemerella phage RAP44	936152	80		Standard	Viruses, Caudovirales, Siphoviridae
UP000202959	Flavobacterium phage Fpv8	1814288	58		Standard	Viruses, Caudovirales, Siphoviridae
UP000294491	Klebsiella phage ST101-KPC2phi6.1	2555909	75		Standard	Viruses, Caudovirales, Siphoviridae
UP000102742	Influenza A virus (A/northern pintail/Interior Alaska/9BM4994R0/2009(H10N7))	1283395	10		Close to Standard	Viruses, Riboviria, Negarnaviricota, Polyploviricotina, Insthoviricetes, Articulavirales, Orthomyxoviridae, Alphainfluenzavirus
UP000007763	Cestrum yellow leaf curling virus (CmYLCV)	175814	7		Standard	Viruses, Ortervirales, Caulimoviridae, Soymovirus
UP000199511	Butyrivibrio sp. M55 (Strain: M55)	1855323	3341	C:97.2%[S:96.9%,D:0.4%],F:1.2%,M:1.6%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Butyrivibrio, unclassified Butyrivibrio
UP000199422	Microbacterium sp. cf046 (Strain: CF046)	1761803	3641	C:95.7%[S:95.7%,D:0%],F:2.6%,M:1.7%,n:352	Standard	Bacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Microbacterium
UP000199441	Litoreibacter albidus (Strain: DSM 26922)	670155	3470	C:99.1%[S:97.7%,D:1.4%],F:0.5%,M:0.5%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Litoreibacter
UP000199398	Saccharopolyspora antimicrobica (Strain: CPCC 201259)	455193	7655	C:99.1%[S:98.3%,D:0.9%],F:0.9%,M:0%,n:352	Standard	Bacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Saccharopolyspora
UP000240367	Sphingobacteriales bacterium UPWRP_1 (Strain: UPWRP_1)	2116516	7781	C:94.4%[S:5.6%,D:88.7%],F:2.9%,M:2.7%,n:443	Standard	Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales
UP000239899	Chlorella sorokiniana (Freshwater green alga) (Strain: UTEX 1602)	3076	10201	C:94.7%[S:86.1%,D:8.6%],F:1.7%,M:3.6%,n:303	Standard	Eukaryota, Viridiplantae, Chlorophyta, core chlorophytes, Trebouxiophyceae, Chlorellales, Chlorellaceae, Chlorella clade, Chlorella
UP000008409	Mycobacterium virus Dlane	1034101	105		Standard	Viruses, Caudovirales, Siphoviridae, Cheoctovirus
UP000296363	Streptococcus satellite phage Javan327	2558639	15		Close to Standard	Viruses, unclassified viruses, unclassified bacterial viruses
UP000296674	Streptococcus phage Javan405	2548151	38		Standard	Viruses, Caudovirales, Siphoviridae
UP000014997	Salmonella phage FSL SP-004	1173769	40		Standard	Viruses, Caudovirales, Myoviridae, Peduovirinae, Peduovirus, Salmonella virus FSLSP004
UP000267274	Comamonas sp. BIGb0124 (Strain: BIGb0124)	2485130	4360	C:97.1%[S:96.9%,D:0.2%],F:1.4%,M:1.5%,n:582	Standard	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Comamonas, unclassified Comamonas
UP000267187	Umboniibacter marinipuniceus (Strain: DSM 25080)	569599	2413	C:98%[S:97.8%,D:0.2%],F:0.9%,M:1.1%,n:452	Close to Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Cellvibrionaceae, Umboniibacter
UP000199151	Albidiferax sp. OV413 (Strain: OV413)	1855285	5186	C:97.9%[S:97.3%,D:0.7%],F:1.5%,M:0.5%,n:582	Close to Standard	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Rhodoferax
UP000266895	Actinomyces howellii (Strain: NCTC11636)	52771	2533	C:98%[S:98%,D:0%],F:1.1%,M:0.9%,n:352	Standard	Bacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, Actinomyces
UP000199167	Cognatiyoonia koreensis (Strain: DSM 17925)	364200	3582	C:99.1%[S:99.1%,D:0%],F:0.5%,M:0.5%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Cognatiyoonia
UP000265848	Pseudopuniceibacterium sediminis (Strain: CY03)	2211117	3986	C:98.6%[S:98.2%,D:0.5%],F:0.5%,M:0.9%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Pseudopuniceibacterium
UP000199118	Albimonas donghaensis (Strain: DSM 17890)	356660	4253	C:98.2%[S:98.2%,D:0%],F:1.4%,M:0.5%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Albimonas
UP000204487	Clerodendron yellow mosaic virus	326811	6		Standard	Viruses, Geminiviridae, Begomovirus
UP000282225	Caudovirales sp.	2202568	40		Outlier	Viruses, Caudovirales
UP000207669	Wuhan Fly Virus 1 (Strain: SYY1-9)	1608101	3		Standard	Viruses, Riboviria, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Phenuiviridae, Wubeivirus, Fly wubeivirus
UP000140763	Human papillomavirus type 200	1682339	6		Standard	Viruses, Papillomaviridae, Firstpapillomavirinae, Gammapapillomavirus
UP000297019	Ganda bee virus	1931095	3		Standard	Viruses, Riboviria, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Phasmaviridae, Orthophasmavirus, Ganda orthophasmavirus
UP000324201	Klebsiella phage KOX10	2601611	252		Close to Standard	Viruses, Caudovirales, Myoviridae, Tevenvirinae, Slopekvirus, unclassified Slopekvirus
UP000323555	Capybara microvirus Cap1_SP_76	2584790	6		Standard	Viruses, Microviridae, unclassified Microviridae
UP000323944	Capybara microvirus Cap3_SP_469	2585464	6		Standard	Viruses, Microviridae, unclassified Microviridae
UP000323066	Tortoise microvirus 63	2583169	7		Standard	Viruses, Microviridae, unclassified Microviridae
UP000203280	Rubus canadensis virus 1	1243178	5		Standard	Viruses, Riboviria, Tymovirales, Betaflexiviridae, Quinvirinae, Foveavirus
UP000198999	Hyunsoonleella jejuensis (Strain: DSM 21035)	419940	2939	C:99.3%[S:99.1%,D:0.2%],F:0.2%,M:0.5%,n:443	Standard	Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae
UP000201969	Culex negev-like virus 1 (Strain: mosWSX37710)	2010273	3		Outlier	Viruses, unclassified viruses
UP000004928	Desulfosporosinus sp. OT (Strain: OT)	913865	6205	C:94.9%[S:92.1%,D:2.8%],F:2.8%,M:2.4%,n:254	Close to Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfosporosinus, unclassified Desulfosporosinus
UP000198915	Brevibacillus sp. OK042 (Strain: OK042)	1884381	5729	C:97.7%[S:96.2%,D:1.5%],F:1.1%,M:1.1%,n:526	Standard	Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Brevibacillus, unclassified Brevibacillus
UP000198961	methanotrophic endosymbiont of Bathymodiolus azoricus (Menez Gwen)	343232	1523	C:52.7%[S:52.7%,D:0%],F:8.1%,M:39.2%,n:148	Standard	Bacteria
UP000264840	Haplochromis burtoni (Burton's mouthbrooder) (Chromis burtoni)	8153	34332	C:97%[S:59.6%,D:37.4%],F:2%,M:1%,n:4584	Standard	Eukaryota, Metazoa, Chordata, Craniata, Vertebrata, Euteleostomi, Actinopterygii, Neopterygii, Teleostei, Neoteleostei, Acanthomorphata, Ovalentaria, Cichlomorphae, Cichliformes, Cichlidae, African cichlids, Pseudocrenilabrinae, Haplochromini, Haplochromis
UP000242707	Heterobasidion partitivirus 2	872291	2		Outlier	Viruses, Riboviria, Partitiviridae, Betapartitivirus
UP000201169	Campylobacter avium LMG 24591 (Strain: LMG 24591)	522484	1636	C:99%[S:98.6%,D:0.3%],F:0.7%,M:0.3%,n:296	Standard	Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter
UP000305776	Lactobacillus phage 3-SAC12	2510940	61		Close to Standard	Viruses, Caudovirales, Myoviridae
UP000198785	Sphingobacterium wenxiniae (Strain: DSM 22789)	683125	3412	C:97.1%[S:97.1%,D:0%],F:2%,M:0.9%,n:443	Standard	Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium
UP000199651	Alloactinosynnema album (Strain: IBRC-M 10655)	504798	6583	C:99.1%[S:98.6%,D:0.6%],F:0.6%,M:0.3%,n:352	Standard	Bacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae
UP000198686	Cohnella sp. OV330 (Strain: OV330)	1855288	6192	C:95.4%[S:93.7%,D:1.7%],F:3%,M:1.5%,n:526	Standard	Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Cohnella, unclassified Cohnella
UP000199602	Desulfonauticus submarinus (Strain: DSM 15269)	206665	2044	C:96.3%[S:96.3%,D:0%],F:2%,M:1.7%,n:296	Standard	Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfohalobiaceae, Desulfonauticus
UP000199515	Amycolatopsis xylanica (Strain: CPCC 202699)	589385	8491	C:98.9%[S:98.6%,D:0.3%],F:0.9%,M:0.3%,n:352	Standard	Bacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Amycolatopsis
UP000199513	Thermoflexibacter ruber (Strain: GEY, DSM 9560)	1003	4522	C:95.3%[S:95%,D:0.2%],F:2.3%,M:2.5%,n:443	Standard	Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Thermoflexibacter
UP000325067	Capybara microvirus Cap3_SP_442	2585454	5		Standard	Viruses, Microviridae, unclassified Microviridae
UP000323878	Capybara microvirus Cap3_SP_550	2585474	6		Standard	Viruses, Microviridae, unclassified Microviridae
UP000240725	Staphylococcus phage vB_SauP_phiAGO1.3	2074138	20		Standard	Viruses, Caudovirales, Podoviridae, Picovirinae, Rosenblumvirus, unclassified Rosenblumvirus
UP000145486	Kumasi rhabdovirus	1537975	7		Close to Standard	Viruses, Riboviria, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Ledantevirus
UP000133496	Lizard adenovirus 2	874272	34		Close to Standard	Viruses, Adenoviridae, Atadenovirus
UP000019377	Kalmanozyma brasiliensis (strain GHG001) (Yeast) (Pseudozyma brasiliensis) (Strain: GHG001)	1365824	5765	C:94.8%[S:94.8%,D:0.1%],F:2.6%,M:2.5%,n:1335	Standard	Eukaryota, Fungi, Dikarya, Basidiomycota, Ustilaginomycotina, Ustilaginomycetes, Ustilaginales, Ustilaginaceae, Kalmanozyma
UP000076983	Mycoplasma gallinarum (Strain: Mgn_IPT)	29557	601	C:92.2%[S:92.2%,D:0%],F:2.4%,M:5.4%,n:166	Standard	Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma
